_id,meditation_start,meditation_end,meditation_duration,mindfulness_rating,concentration_rating,comment
1291,2021-10-08 03:30:20.904000+00:00,2021-10-08 04:30:20.904000+00:00,3600.0,,,
1292,2021-10-08 06:00:30.008000+00:00,2021-10-08 07:00:30.008000+00:00,3600.0,,,
1293,2021-10-08 07:00:39.135000+00:00,2021-10-08 08:00:39.135000+00:00,3600.0,,,
1294,2021-10-08 08:00:48.136000+00:00,2021-10-08 09:00:48.136000+00:00,3600.0,,,
1295,2021-10-08 10:00:55.863000+00:00,2021-10-08 11:00:55.863000+00:00,3600.0,,,
1296,2021-10-08 13:00:04.646000+00:00,2021-10-08 14:00:04.646000+00:00,3600.0,,,
1297,2021-10-08 18:00:26.508000+00:00,2021-10-08 19:00:26.508000+00:00,3600.0,,,
1299,2021-10-08 14:00:45.916000+00:00,2021-10-08 15:00:45.916000+00:00,3600.0,,,
1300,2021-10-09 02:30:59.876000+00:00,2021-10-09 03:30:59.876000+00:00,3600.0,,,
1301,2021-10-09 03:30:09.119000+00:00,2021-10-09 04:30:09.119000+00:00,3600.0,,,
1302,2021-10-09 07:00:23.987000+00:00,2021-10-09 08:00:23.987000+00:00,3600.0,,,
1303,2021-10-09 11:00:39.985000+00:00,2021-10-09 12:00:39.985000+00:00,3600.0,,,
1304,2021-10-09 06:00:51.001000+00:00,2021-10-09 07:00:51.001000+00:00,3600.0,,,
1305,2021-10-09 14:00:02.129000+00:00,2021-10-09 15:00:02.129000+00:00,3600.0,,,
1306,2021-10-10 02:30:12.086000+00:00,2021-10-10 03:30:12.086000+00:00,3600.0,,,
1307,2021-10-10 03:30:22.865000+00:00,2021-10-10 04:30:22.865000+00:00,3600.0,,,
1308,2021-10-11 18:05:03.551000+00:00,2021-10-11 19:05:26.424000+00:00,3620.0,1.5,1.5,
1309,2021-10-12 07:15:05.715000+00:00,2021-10-12 08:30:10.337000+00:00,3622.0,1.0,1.0,
1310,2021-10-12 20:16:34.688000+00:00,2021-10-12 21:16:41.860000+00:00,3604.0,1.5,1.0,
1311,2021-10-13 19:20:31.441000+00:00,2021-10-13 20:20:49.013000+00:00,3614.0,2.0,1.5,
1312,2021-10-14 09:05:55.289000+00:00,2021-10-14 10:06:20.030000+00:00,3622.0,1.5,1.5,
1313,2021-10-14 20:15:08.453000+00:00,2021-10-14 21:15:29.624000+00:00,3618.0,1.5,1.0,
1314,2021-10-15 08:31:54.226000+00:00,2021-10-15 09:38:56.740000+00:00,3624.0,1.5,1.0,
1316,2021-10-15 20:35:06.870000+00:00,2021-10-15 22:01:24.562000+00:00,2434.0,1.5,2.0,
1317,2021-10-16 19:02:24.974000+00:00,2021-10-16 20:03:01.535000+00:00,3633.0,2.0,2.0,
1318,2021-10-17 09:14:33.887000+00:00,2021-10-17 10:15:11.953000+00:00,3635.0,1.5,1.5,
1319,2021-10-17 20:42:01.945000+00:00,2021-10-17 21:40:11.867000+00:00,3487.0,1.0,1.0,
1320,2021-10-18 21:01:05.146000+00:00,2021-10-18 23:03:40.108000+00:00,482.0,0.0,0.0,
1321,2021-10-19 19:32:27.690000+00:00,2021-10-19 20:32:53.981000+00:00,3623.0,1.5,1.5,
1322,2021-10-20 18:06:57.545000+00:00,2021-10-20 19:07:18.833000+00:00,3618.0,1.5,1.0,
1323,2021-10-21 19:22:33.404000+00:00,2021-10-21 20:23:01.087000+00:00,3625.0,2.0,2.0,
1324,2021-10-22 16:41:22.150000+00:00,2021-10-22 16:56:30.344000+00:00,906.0,1.5,0.5,
1325,2021-10-23 21:31:00.611000+00:00,2021-10-23 22:01:16.617000+00:00,1814.0,1.0,1.0,
1326,2021-10-24 08:44:27.715000+00:00,2021-10-24 09:44:50.064000+00:00,3619.0,1.0,1.0,
1327,2021-10-24 19:28:42.667000+00:00,2021-10-24 20:29:21.518000+00:00,3636.0,1.5,1.0,
1328,2021-10-25 20:30:38.518000+00:00,2021-10-25 21:30:58.540000+00:00,3617.0,1.5,1.0,
1329,2021-10-26 18:07:44.070000+00:00,2021-10-26 19:07:50.541000+00:00,3603.0,0.5,0.5,
1330,2021-10-27 21:06:39.753000+00:00,2021-10-27 21:16:50.183000+00:00,609.0,0.0,0.0,
1331,2021-10-28 18:17:25.076000+00:00,2021-10-28 18:49:19.872000+00:00,1912.0,0.5,0.5,
1332,2021-10-29 16:00:59.632000+00:00,2021-10-29 16:30:59.632000+00:00,1800.0,0.5,0.5,
1333,2021-10-30 21:39:42.534000+00:00,2021-10-31 08:08:33.272000+00:00,1820.0,1.0,1.0,
1334,2021-10-31 22:50:15.258000+00:00,2021-10-31 23:00:34.689000+00:00,618.0,0.5,0.5,
1335,2021-11-01 22:30:02.836000+00:00,2021-11-02 09:59:02.423000+00:00,1831.0,1.5,1.0,
1336,2021-11-02 21:02:04.915000+00:00,2021-11-02 21:49:11.322000+00:00,2823.0,1.0,1.0,
1337,2021-11-03 19:17:09.103000+00:00,2021-11-03 20:17:45.044000+00:00,3633.0,1.5,1.5,
1338,2021-11-04 19:08:30.016000+00:00,2021-11-04 20:08:41.244000+00:00,3608.0,1.0,2.0,
1339,2021-11-05 06:33:16.029000+00:00,2021-11-05 06:43:36.723000+00:00,619.0,1.0,1.0,
1340,2021-11-06 19:15:13.941000+00:00,2021-11-07 07:51:25.599000+00:00,267.0,0.0,0.0,
1341,2021-11-07 22:45:04.331000+00:00,2021-11-08 10:38:57.953000+00:00,613.0,0.5,0.5,
1342,2021-11-08 19:16:26.283000+00:00,2021-11-08 20:16:36.892000+00:00,3607.0,0.5,0.5,
1343,2021-11-09 08:10:52.984000+00:00,2021-11-09 08:41:06.478000+00:00,1811.0,0.5,0.0,
1344,2021-11-10 20:58:31.894000+00:00,2021-11-10 21:10:58.864000+00:00,745.0,0.5,0.5,
1345,2021-11-11 07:41:54.087000+00:00,2021-11-11 07:52:17.818000+00:00,622.0,0.5,0.5,
1346,2021-11-11 21:47:08.496000+00:00,2021-11-11 22:14:11.558000+00:00,613.0,0.5,0.5,
1347,2021-11-12 20:03:30.602000+00:00,2021-11-12 21:03:49.131000+00:00,3616.0,1.0,1.5,
1348,2021-11-13 22:50:15.056000+00:00,2021-11-13 23:00:15.056000+00:00,600.0,0.5,0.5,
1349,2021-11-14 20:48:38.970000+00:00,2021-11-14 21:18:59.159000+00:00,1818.0,1.0,1.0,
1350,2021-11-15 08:40:29.960000+00:00,2021-11-15 08:51:03.632000+00:00,632.0,1.0,1.0,
1351,2021-11-15 17:53:00.826000+00:00,2021-11-15 18:53:24.045000+00:00,3620.0,1.0,1.0,
1352,2021-11-16 09:37:05.254000+00:00,2021-11-16 09:47:37.529000+00:00,630.0,1.0,1.0,
1353,2021-11-16 20:11:34.894000+00:00,2021-11-16 21:11:52.813000+00:00,3615.0,1.0,1.0,
1354,2021-11-17 07:57:32.885000+00:00,2021-11-17 08:08:09.761000+00:00,635.0,1.5,1.0,
1355,2021-11-17 19:26:59.333000+00:00,2021-11-17 21:48:25.004000+00:00,3623.0,1.5,1.5,
1356,2021-11-18 08:21:48.903000+00:00,2021-11-18 08:32:02.737000+00:00,612.0,1.0,1.0,
1357,2021-11-18 20:34:06.459000+00:00,2021-11-18 21:34:25.003000+00:00,3615.0,1.5,1.5,
1358,2021-11-19 08:24:24.681000+00:00,2021-11-19 08:34:44.318000+00:00,618.0,0.5,0.5,
1359,2021-11-19 21:01:37.983000+00:00,2021-11-19 22:01:52.393000+00:00,3611.0,1.5,1.5,
1360,2021-11-20 22:30:14.520000+00:00,2021-11-20 22:40:14.520000+00:00,600.0,0.5,0.5,
1361,2021-11-21 22:26:51.225000+00:00,2021-11-21 22:57:24.941000+00:00,1831.0,0.5,0.5,
1362,2021-11-22 08:18:58.037000+00:00,2021-11-22 08:29:25.729000+00:00,626.0,0.5,0.5,
1363,2021-11-22 20:35:01.298000+00:00,2021-11-22 21:35:16.264000+00:00,3612.0,1.0,1.0,
1364,2021-11-23 08:21:56.169000+00:00,2021-11-23 08:32:14.367000+00:00,616.0,0.5,1.0,
1365,2021-11-23 21:22:58.245000+00:00,2021-11-23 22:48:16.054000+00:00,3636.0,1.0,1.0,
1366,2021-11-24 08:20:48.909000+00:00,2021-11-24 08:31:12.271000+00:00,622.0,1.0,0.5,
1367,2021-11-24 20:31:53.772000+00:00,2021-11-24 21:32:02.406000+00:00,3606.0,1.5,1.0,
1368,2021-11-25 17:15:58.442000+00:00,2021-11-25 18:19:28.896000+00:00,3613.0,1.0,1.0,
1369,2021-11-26 08:29:09.743000+00:00,2021-11-26 08:39:31.840000+00:00,620.0,1.0,1.0,
1370,2021-11-26 20:47:55.624000+00:00,2021-11-26 21:18:08.933000+00:00,1811.0,1.5,1.5,
1371,2021-11-27 22:25:50.003000+00:00,2021-11-27 22:56:05.713000+00:00,1813.0,2.0,1.5,
1372,2021-11-28 10:44:08.543000+00:00,2021-11-28 11:14:45.066000+00:00,1833.0,0.5,1.0,
1373,2021-11-28 21:22:00.549000+00:00,2021-11-28 22:17:31.758000+00:00,3239.0,2.0,1.5,
1374,2021-11-29 21:48:46.223000+00:00,2021-11-29 21:59:01.920000+00:00,614.0,0.5,0.5,
1375,2021-11-30 21:55:26.678000+00:00,2021-11-30 22:37:58.917000+00:00,2550.0,0.5,1.0,
1376,2021-12-01 09:24:55.571000+00:00,2021-12-01 09:55:11.440000+00:00,1814.0,1.5,1.0,
1377,2021-12-01 20:23:09.986000+00:00,2021-12-01 21:23:40.358000+00:00,3627.0,1.5,1.5,
1378,2021-12-02 09:10:45.949000+00:00,2021-12-02 09:41:11.874000+00:00,1824.0,1.0,1.5,
1379,2021-12-02 21:04:52.224000+00:00,2021-12-02 22:06:10.957000+00:00,3622.0,1.5,1.5,
1380,2021-12-03 09:13:14.124000+00:00,2021-12-03 09:43:28.827000+00:00,1812.0,1.5,1.0,
1381,2021-12-04 20:35:16.458000+00:00,2021-12-05 02:41:46.095000+00:00,612.0,0.0,0.0,
1383,2021-12-05 22:38:43.624000+00:00,2021-12-06 21:08:24.050000+00:00,605.0,0.5,0.5,
1384,2021-12-06 21:09:10.296000+00:00,2021-12-06 21:19:28.928000+00:00,617.0,0.5,0.0,
1385,2021-12-07 08:23:52.861000+00:00,2021-12-07 08:34:08.619000+00:00,614.0,1.0,1.0,
1386,2021-12-07 21:16:56.424000+00:00,2021-12-07 22:17:45.512000+00:00,3615.0,1.0,1.0,
1387,2021-12-08 09:59:27.242000+00:00,2021-12-08 10:09:46.064000+00:00,617.0,1.0,1.0,
1388,2021-12-08 19:41:22.541000+00:00,2021-12-08 20:41:54.721000+00:00,3620.0,1.5,1.0,
1389,2021-12-09 09:28:47.641000+00:00,2021-12-09 09:39:16.843000+00:00,627.0,0.5,0.5,
1390,2021-12-10 08:55:45.157000+00:00,2021-12-10 09:05:59.871000+00:00,613.0,0.5,0.0,
1391,2021-12-11 15:49:27.989000+00:00,2021-12-11 16:19:53.434000+00:00,1823.0,0.5,0.5,
1392,2021-12-12 11:01:14.602000+00:00,2021-12-12 12:01:53.523000+00:00,3636.0,1.5,1.5,
1393,2021-12-13 07:32:02.696000+00:00,2021-12-13 08:02:41.686000+00:00,1837.0,1.5,1.5,
1394,2021-12-14 21:28:41.274000+00:00,2021-12-14 23:05:43.359000+00:00,1823.0,1.0,1.0,
1395,2021-12-15 10:10:57.804000+00:00,2021-12-15 11:06:01.608000+00:00,3301.0,1.0,1.0,
1396,2021-12-16 22:36:35.144000+00:00,2021-12-17 00:08:53.402000+00:00,603.0,0.5,0.5,
1397,2021-12-17 20:32:42.261000+00:00,2021-12-17 21:09:25.376000+00:00,2201.0,1.0,1.0,
1398,2021-12-18 08:49:51.335000+00:00,2021-12-18 09:27:30.825000+00:00,2080.0,1.0,1.0,
1399,2021-12-19 20:14:19.602000+00:00,2021-12-19 20:26:45.881000+00:00,606.0,0.0,0.0,
1400,2021-12-20 09:37:30.921000+00:00,2021-12-20 10:41:30.226000+00:00,3621.0,1.0,1.0,
1401,2021-12-21 08:16:22.724000+00:00,2021-12-21 09:16:34.253000+00:00,3608.0,0.5,0.5,
1402,2021-12-21 18:23:37.162000+00:00,2021-12-21 18:53:43.892000+00:00,1804.0,1.0,0.5,
1403,2021-12-22 09:52:33.092000+00:00,2021-12-22 10:52:48.877000+00:00,3613.0,1.0,1.5,
1404,2021-12-22 18:03:36.688000+00:00,2021-12-22 18:55:02.403000+00:00,3081.0,1.5,2.0,
1405,2021-12-23 17:26:19.080000+00:00,2021-12-23 17:57:53.497000+00:00,1892.0,1.0,1.0,
1406,2021-12-24 21:13:06.623000+00:00,2021-12-25 21:22:17.828000+00:00,619.0,0.5,0.5,
1407,2021-12-25 22:08:24.761000+00:00,2021-12-26 01:29:19.034000+00:00,614.0,1.0,1.0,
1408,2021-12-26 12:01:55.623000+00:00,2021-12-26 13:02:04.430000+00:00,3606.0,1.5,1.0,
1409,2021-12-27 22:36:37.424000+00:00,2021-12-28 21:01:01.374000+00:00,303.0,0.0,0.0,
1410,2021-12-28 22:15:33.335000+00:00,2021-12-29 11:44:05.418000+00:00,611.0,0.5,1.0,
1411,2021-12-29 19:52:44.530000+00:00,2021-12-30 20:21:14.978000+00:00,730.0,1.5,1.0,
1412,2021-12-30 22:35:01.271000+00:00,2021-12-30 23:09:12.814000+00:00,374.0,0.5,0.5,
1413,2021-12-31 15:14:30.894000+00:00,2021-12-31 15:24:33.521000+00:00,601.0,1.0,1.0,
1414,2022-01-01 12:53:09.081000+00:00,2022-01-01 13:23:40.432000+00:00,1823.0,1.5,1.0,
1415,2022-01-02 16:00:39.024000+00:00,2022-01-02 16:16:35.264000+00:00,954.0,0.5,0.0,
1416,2022-01-03 09:14:30.324000+00:00,2022-01-03 10:14:51.204000+00:00,3618.0,1.0,0.5,
1417,2022-01-03 18:39:14.111000+00:00,2022-01-03 19:39:35.206000+00:00,3618.0,1.5,1.0,
1418,2022-01-04 07:37:32.880000+00:00,2022-01-04 08:37:56.084000+00:00,3620.0,1.0,1.0,
1419,2022-01-04 18:22:59.345000+00:00,2022-01-04 19:23:35.940000+00:00,3634.0,1.5,1.0,
1420,2022-01-05 10:07:15.388000+00:00,2022-01-05 11:07:46.153000+00:00,3628.0,1.5,1.5,
1421,2022-01-05 19:05:53.026000+00:00,2022-01-05 20:06:19.367000+00:00,3623.0,1.0,1.5,
1422,2022-01-06 07:22:37.447000+00:00,2022-01-06 08:23:28.244000+00:00,3648.0,1.5,1.0,
1423,2022-01-06 21:14:37.871000+00:00,2022-01-06 22:15:02.387000+00:00,3621.0,1.5,2.0,
1424,2022-01-07 09:41:25.009000+00:00,2022-01-07 10:42:00.641000+00:00,3633.0,2.0,1.5,
1425,2022-01-07 22:20:04.724000+00:00,2022-01-07 23:05:10.470000+00:00,2703.0,1.5,2.0,
1426,2022-01-08 10:31:25.783000+00:00,2022-01-08 11:31:50.686000+00:00,3622.0,1.5,1.0,
1427,2022-01-08 20:37:21.663000+00:00,2022-01-08 21:37:50.335000+00:00,3626.0,1.5,2.5,
1428,2022-01-09 11:38:07.265000+00:00,2022-01-09 12:38:23.438000+00:00,3613.0,2.0,1.5,
1429,2022-01-09 19:58:09.709000+00:00,2022-01-09 20:58:45.021000+00:00,3632.0,1.5,1.5,
1430,2022-01-10 09:39:33.083000+00:00,2022-01-10 10:39:50.123000+00:00,3614.0,1.0,1.5,
1431,2022-01-11 08:56:14.365000+00:00,2022-01-11 09:26:17.698000+00:00,1801.0,1.5,1.5,
1432,2022-01-11 22:58:04.937000+00:00,2022-01-11 23:58:04.937000+00:00,3600.0,2.0,2.0,
1433,2022-01-12 09:33:09.972000+00:00,2022-01-12 10:33:31.604000+00:00,3618.0,2.0,1.5,
1434,2022-01-12 21:53:47.401000+00:00,2022-01-12 22:54:13.211000+00:00,3623.0,2.0,2.0,
1435,2022-01-13 20:25:26.281000+00:00,2022-01-13 21:25:46.108000+00:00,3617.0,2.0,2.5,
1436,2022-01-13 22:16:17.672000+00:00,2022-01-14 10:17:57.321000+00:00,1812.0,1.5,1.0,
1437,2022-01-14 20:39:32.266000+00:00,2022-01-14 21:39:44.604000+00:00,3609.0,1.5,1.5,
1438,2022-01-14 21:40:05.051000+00:00,2022-01-15 00:04:14.697000+00:00,2104.0,2.0,2.0,
1439,2022-01-15 10:01:08.631000+00:00,2022-01-15 10:07:25.253000+00:00,375.0,1.0,1.0,
1440,2022-01-15 10:12:00.172000+00:00,2022-01-15 11:12:26.145000+00:00,3623.0,2.0,1.5,
1441,2022-01-15 20:03:12.599000+00:00,2022-01-15 21:08:16.145000+00:00,3608.0,0.5,1.0,
1442,2022-01-16 06:42:22.911000+00:00,2022-01-16 07:43:07.256000+00:00,3641.0,2.5,2.0,
1443,2022-01-16 20:04:06.540000+00:00,2022-01-16 20:37:12.647000+00:00,1982.0,1.0,1.0,
1444,2022-01-16 21:59:39.352000+00:00,2022-01-16 22:29:55.170000+00:00,1814.0,1.5,2.0,
1445,2022-01-17 10:09:26.523000+00:00,2022-01-17 10:51:02.126000+00:00,2454.0,1.0,0.5,
1446,2022-01-17 19:51:20.488000+00:00,2022-01-17 20:51:34.622000+00:00,3611.0,1.5,2.5,
1447,2022-01-17 22:40:40.552000+00:00,2022-01-17 23:00:58.154000+00:00,1216.0,1.5,1.5,
1448,2022-01-18 07:14:50.028000+00:00,2022-01-18 08:09:56.018000+00:00,3303.0,1.5,1.0,
1449,2022-01-18 18:33:35.368000+00:00,2022-01-18 19:37:45.208000+00:00,3617.0,1.5,1.5,
1450,2022-01-18 22:13:44.021000+00:00,2022-01-18 23:41:42.175000+00:00,610.0,1.0,1.0,
1451,2022-01-19 09:30:48.503000+00:00,2022-01-19 10:39:27.429000+00:00,3612.0,1.5,1.0,
1452,2022-01-19 19:39:59.638000+00:00,2022-01-19 20:40:57.714000+00:00,3610.0,2.0,1.0,
1453,2022-01-20 18:29:16.529000+00:00,2022-01-20 19:33:22.619000+00:00,3613.0,1.5,1.5,
1454,2022-01-21 08:37:31.163000+00:00,2022-01-21 09:44:53.031000+00:00,3617.0,2.0,1.0,
1455,2022-01-21 21:55:23.897000+00:00,2022-01-21 22:55:43.044000+00:00,3616.0,1.5,1.5,
1456,2022-01-22 09:44:53.915000+00:00,2022-01-22 10:45:22.069000+00:00,3625.0,2.0,1.5,
1457,2022-01-23 21:30:24.092000+00:00,2022-01-23 23:34:43.214000+00:00,631.0,0.5,0.5,
1458,2022-01-24 11:00:40.422000+00:00,2022-01-24 11:52:27.117000+00:00,3104.0,2.0,1.0,
1459,2022-01-24 22:16:37.698000+00:00,2022-01-24 22:56:44.144000+00:00,2404.0,1.5,2.5,
1460,2022-01-25 10:39:02.566000+00:00,2022-01-25 11:11:04.730000+00:00,1920.0,1.5,1.0,
1461,2022-01-25 18:09:14.458000+00:00,2022-01-25 19:09:48.333000+00:00,3631.0,1.5,1.5,
1462,2022-01-26 08:58:05.410000+00:00,2022-01-26 10:00:20.624000+00:00,3622.0,1.5,1.0,
1463,2022-01-26 18:46:54.870000+00:00,2022-01-26 19:01:58.924000+00:00,318.0,0.5,0.5,
1464,2022-01-26 19:02:23.335000+00:00,2022-01-26 20:02:23.335000+00:00,3600.0,1.5,1.0,
1465,2022-01-27 19:51:38.324000+00:00,2022-01-27 20:56:25.055000+00:00,3618.0,1.5,2.0,
1466,2022-01-28 09:22:13.574000+00:00,2022-01-28 10:12:22.831000+00:00,3007.0,1.5,1.5,
1467,2022-01-28 21:30:21.406000+00:00,2022-01-28 21:45:21.406000+00:00,900.0,0.5,0.5,
1468,2022-01-28 21:54:02.909000+00:00,2022-01-29 00:55:17.832000+00:00,2470.0,1.5,1.5,
1469,2022-01-29 09:45:27.632000+00:00,2022-01-29 09:51:28.603000+00:00,359.0,1.0,0.0,
1470,2022-01-29 21:32:32.709000+00:00,2022-01-29 22:32:39.236000+00:00,3603.0,2.0,1.5,
1471,2022-01-30 09:31:37.369000+00:00,2022-01-30 10:01:51.140000+00:00,1811.0,1.5,1.0,
1472,2022-01-30 19:37:44.754000+00:00,2022-01-30 20:38:11.627000+00:00,3624.0,2.0,1.0,
1473,2022-01-31 10:09:59.248000+00:00,2022-01-31 11:10:33.355000+00:00,3631.0,1.5,1.0,
1474,2022-01-31 22:41:07.656000+00:00,2022-01-31 23:21:11.257000+00:00,2401.0,1.5,1.0,
1475,2022-02-01 09:06:45.168000+00:00,2022-02-01 10:06:52.025000+00:00,3604.0,1.5,1.0,
1476,2022-02-01 20:31:03.273000+00:00,2022-02-01 21:31:34.640000+00:00,3628.0,2.0,1.0,
1477,2022-02-02 08:27:01.592000+00:00,2022-02-02 09:27:50.339000+00:00,3646.0,1.5,1.0,
1478,2022-02-02 20:11:53.929000+00:00,2022-02-02 21:12:13.385000+00:00,3616.0,2.0,2.0,
1479,2022-02-03 20:03:38.829000+00:00,2022-02-03 21:03:55.789000+00:00,3614.0,1.5,1.0,
1480,2022-02-03 22:29:55.561000+00:00,2022-02-03 23:19:59.733000+00:00,3002.0,1.5,1.0,
1481,2022-02-04 08:21:41.928000+00:00,2022-02-04 09:21:58.430000+00:00,3613.0,1.5,1.0,
1482,2022-02-04 20:39:06.171000+00:00,2022-02-04 21:39:18.879000+00:00,3610.0,2.0,1.0,
1483,2022-02-05 08:38:32.514000+00:00,2022-02-05 09:43:08.376000+00:00,3614.0,1.0,1.0,
1484,2022-02-06 10:29:29.434000+00:00,2022-02-06 10:39:32.546000+00:00,602.0,1.0,0.5,
1485,2022-02-06 18:06:02.217000+00:00,2022-02-06 18:38:10.089000+00:00,1926.0,1.5,1.0,
1486,2022-02-07 22:40:53.185000+00:00,2022-02-07 23:20:56.501000+00:00,2401.0,1.0,1.0,
1487,2022-02-08 10:12:46.091000+00:00,2022-02-08 11:13:07.601000+00:00,3618.0,1.5,1.0,
1488,2022-02-08 22:19:28.708000+00:00,2022-02-09 00:59:10.907000+00:00,2704.0,1.5,1.5,
1489,2022-02-09 09:02:29.862000+00:00,2022-02-09 10:02:59.066000+00:00,3626.0,2.0,1.0,
1490,2022-02-09 22:35:57.188000+00:00,2022-02-10 01:01:02.031000+00:00,1202.0,2.0,1.5,
1491,2022-02-10 10:12:45.356000+00:00,2022-02-10 11:13:20.088000+00:00,3632.0,2.0,1.0,
1492,2022-02-10 18:49:43.888000+00:00,2022-02-10 21:13:06.126000+00:00,3610.0,1.5,1.0,
1493,2022-02-11 09:37:36.061000+00:00,2022-02-11 09:52:40.513000+00:00,902.0,1.0,1.0,
1494,2022-02-11 20:43:55.666000+00:00,2022-02-12 04:51:59.316000+00:00,3614.0,2.0,1.0,
1495,2022-02-12 17:53:46.991000+00:00,2022-02-12 18:54:24.171000+00:00,3623.0,1.5,1.0,
1496,2022-02-12 20:47:59.940000+00:00,2022-02-12 22:31:45.275000+00:00,1804.0,1.5,2.0,
1497,2022-02-13 11:10:49.621000+00:00,2022-02-13 12:10:49.621000+00:00,3600.0,1.5,2.0,
1498,2022-02-13 18:14:17.646000+00:00,2022-02-13 19:16:29.110000+00:00,3617.0,1.5,1.0,
1499,2022-02-14 08:32:09.684000+00:00,2022-02-14 09:32:47.126000+00:00,3634.0,1.5,1.0,
1500,2022-02-14 21:59:19.426000+00:00,2022-02-14 22:59:36.587000+00:00,3614.0,1.5,1.0,
1501,2022-02-15 08:57:47.131000+00:00,2022-02-15 09:57:53.636000+00:00,3603.0,1.5,1.0,
1502,2022-02-15 22:18:13.352000+00:00,2022-02-15 23:18:33.891000+00:00,3617.0,2.0,1.0,
1503,2022-02-16 13:34:06.700000+00:00,2022-02-16 14:34:06.700000+00:00,3600.0,2.0,1.0,
1504,2022-02-16 22:48:04.277000+00:00,2022-02-17 00:05:02.540000+00:00,1908.0,1.5,1.5,
1505,2022-02-17 09:40:52.076000+00:00,2022-02-17 10:25:55.855000+00:00,2701.0,1.0,1.0,
1506,2022-02-17 21:52:32.385000+00:00,2022-02-17 22:22:44.828000+00:00,1810.0,2.0,1.0,
1507,2022-02-17 22:25:09.816000+00:00,2022-02-17 23:25:30.461000+00:00,3618.0,2.0,1.5,
1508,2022-02-18 10:38:53.211000+00:00,2022-02-18 11:03:56.139000+00:00,1501.0,1.0,1.0,
1509,2022-02-18 19:53:07.552000+00:00,2022-02-18 20:24:46.883000+00:00,1802.0,1.5,1.0,
1510,2022-02-18 20:37:52.657000+00:00,2022-02-19 01:09:50.565000+00:00,2102.0,2.0,1.0,
1511,2022-02-19 10:33:14.300000+00:00,2022-02-19 11:03:28.180000+00:00,1812.0,1.5,1.0,
1512,2022-02-19 21:00:09.618000+00:00,2022-02-19 22:00:30.479000+00:00,3618.0,2.0,1.0,
1513,2022-02-19 22:01:05.539000+00:00,2022-02-20 09:48:40.532000+00:00,3366.0,1.5,1.0,
1514,2022-02-20 11:25:19.948000+00:00,2022-02-20 12:25:19.948000+00:00,3600.0,2.0,2.0,
1515,2022-02-20 23:30:18.029000+00:00,2022-02-20 23:45:18.029000+00:00,900.0,1.0,1.0,
1516,2022-02-21 08:45:41.959000+00:00,2022-02-21 09:18:08.932000+00:00,1944.0,1.0,1.5,
1517,2022-02-21 21:50:31.163000+00:00,2022-02-21 22:07:33.750000+00:00,1021.0,1.5,1.0,
1518,2022-02-21 22:07:57.888000+00:00,2022-02-22 00:12:28.093000+00:00,1514.0,1.0,1.5,
1519,2022-02-22 08:41:46.627000+00:00,2022-02-22 09:31:52.227000+00:00,3003.0,1.5,1.5,
1520,2022-02-22 22:39:06.877000+00:00,2022-02-22 23:34:53.810000+00:00,1803.0,1.0,1.0,
1521,2022-02-23 11:32:14.981000+00:00,2022-02-23 12:13:32.266000+00:00,1823.0,2.0,1.5,
1522,2022-02-23 19:21:45.031000+00:00,2022-02-23 20:22:00.692000+00:00,3613.0,2.0,1.0,
1523,2022-02-24 08:23:02.185000+00:00,2022-02-24 08:53:22.758000+00:00,1818.0,1.0,1.0,
1524,2022-02-25 21:35:53.556000+00:00,2022-02-25 22:36:09.514000+00:00,3613.0,2.0,1.5,
1525,2022-02-25 22:36:56.389000+00:00,2022-02-26 00:42:27.754000+00:00,3615.0,2.0,1.5,
1526,2022-02-26 22:35:43.541000+00:00,2022-02-27 00:18:10.616000+00:00,609.0,0.5,0.5,
1527,2022-02-27 11:25:10.018000+00:00,2022-02-27 11:40:10.018000+00:00,900.0,1.0,1.0,
1528,2022-02-27 20:09:12.714000+00:00,2022-02-27 21:09:27.525000+00:00,3612.0,2.0,1.5,
1529,2022-02-28 07:41:30.897000+00:00,2022-02-28 08:41:56.071000+00:00,3611.0,1.5,1.0,
1530,2022-02-27 23:00:00+00:00,2022-02-27 23:50:00+00:00,3000.0,1.0,1.0,
1531,2022-02-28 22:20:26.076000+00:00,2022-02-28 23:28:56.578000+00:00,656.0,0.5,0.5,
1532,2022-03-01 06:17:01.268000+00:00,2022-03-01 06:47:20.039000+00:00,1816.0,1.0,1.0,
1533,2022-03-01 22:49:44.668000+00:00,2022-03-01 23:23:09.497000+00:00,1203.0,1.0,1.0,
1534,2022-03-02 22:57:27.584000+00:00,2022-03-03 00:11:17.648000+00:00,607.0,1.0,0.5,
1535,2022-03-03 20:36:54.921000+00:00,2022-03-03 21:07:06.377000+00:00,1809.0,1.5,0.5,
1536,2022-03-04 21:54:56.023000+00:00,2022-03-04 22:25:47.056000+00:00,1849.0,1.5,1.0,
1537,2022-03-05 08:03:13.501000+00:00,2022-03-05 08:48:17.356000+00:00,2701.0,1.5,0.5,
1538,2022-03-06 11:30:48.759000+00:00,2022-03-06 12:30:48.759000+00:00,3600.0,1.5,2.0,
1539,2022-03-07 22:46:12.571000+00:00,2022-03-07 23:23:26.440000+00:00,610.0,0.5,0.5,
1540,2022-03-08 08:47:52.497000+00:00,2022-03-08 09:09:40.877000+00:00,1306.0,1.5,1.0,
